ID,LABEL,Parent,definition,PMID,has microbe depleted in diseased host,has microbe expanded in diseased host,term editor,microbe label,Rank,Localization,No.
OHMI:0000803,depletion of Faecalibacillus intestinalis in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Faecalibacillus intestinalis down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_1982626,,Haihe Wang|Jie Zheng|Yongqun He,Faecalibacillus intestinalis,species,Gut,126
OHMI:0000804,depletion of Bacteroidaceae bacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bacteroidaceae bacterium down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_2212467,,Haihe Wang|Jie Zheng|Yongqun He,Bacteroidaceae bacterium,species,Gut,127
OHMI:0000805,depletion of Gordonia insulae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Gordonia insulae down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_2420509,,Haihe Wang|Jie Zheng|Yongqun He,Gordonia insulae,species,Gut,128
OHMI:0000806,depletion of Arsenophonus apicola in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Arsenophonus apicola down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_2879119,,Haihe Wang|Jie Zheng|Yongqun He,Arsenophonus apicola,species,Gut,129
OHMI:0000807,depletion of Bacteroidetes helcogenes in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bacteroidetes helcogenes down-regulated in gut of MDD patient compared to healthy human,PMID:30927646,http://purl.obolibrary.org/obo/NCBITaxon_290053,,Haihe Wang|Jie Zheng|Yongqun He,Bacteroidetes helcogenes,species,Gut,130
OHMI:0000808,depletion of Haemophilus parainfluenzae T3T1 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Haemophilus parainfluenzae T3T1 down-regulated in gut of MDD patient compared to healthy human,PMID:30927646,http://purl.obolibrary.org/obo/NCBITaxon_862965,,Haihe Wang|Jie Zheng|Yongqun He, Haemophilus parainfluenzae T3T1,species,Gut,131
OHMI:0000809,depletion of Enterobacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Enterobacter down-regulated in gut of MDD patient compared to healthy human,PMID:35153660,http://purl.obolibrary.org/obo/NCBITaxon_547,,Haihe Wang|Jie Zheng|Yongqun He, Enterobacter,genus ,Gut,132
OHMI:0000810,depletion of Prevotella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Prevotella down-regulated in gut of MDD patient compared to healthy human,PMID:34093266|PMID:35344817|PMID:39716675|PMID:40494496|PMID:40552978|PMID:39013880,http://purl.obolibrary.org/obo/NCBITaxon_838,,Haihe Wang|Jie Zheng|Yongqun He,Prevotella,genus ,Gut,133
OHMI:0000811,depletion of Thauera in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Thauera down-regulated in gut of MDD patient compared to healthy human,PMID:37863362,http://purl.obolibrary.org/obo/NCBITaxon_33057,,Haihe Wang|Jie Zheng|Yongqun He,Thauera,genus ,Gut,134
OHMI:0000812,depletion of Dialister in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Dialister down-regulated in gut of MDD patient compared to healthy human,PMID:40494496,http://purl.obolibrary.org/obo/NCBITaxon_39948,,Haihe Wang|Jie Zheng|Yongqun He,Dialister,genus ,Gut,135
OHMI:0000813,depletion of Pseudobutyrivibrio in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Pseudobutyrivibrio down-regulated in gut of MDD patient compared to healthy human,PMID:40041700,http://purl.obolibrary.org/obo/NCBITaxon_46205,,Haihe Wang|Jie Zheng|Yongqun He,Pseudobutyrivibrio,genus ,Gut,136
OHMI:0000814,depletion of Anaerostipes in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Anaerostipes down-regulated in gut of MDD patient compared to healthy human,PMID:39716675,http://purl.obolibrary.org/obo/NCBITaxon_207244,,Haihe Wang|Jie Zheng|Yongqun He, Anaerostipes,genus ,Gut,137
OHMI:0000815,depletion of Faecalibacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Faecalibacterium down-regulated in gut of MDD patient compared to healthy human,PMID:34589003|PMID:38417224,http://purl.obolibrary.org/obo/NCBITaxon_216851,,Haihe Wang|Jie Zheng|Yongqun He,Faecalibacterium,genus ,Gut,138
OHMI:0000816,depletion of Barnesiella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Barnesiella down-regulated in gut of MDD patient compared to healthy human,PMID:39716675,http://purl.obolibrary.org/obo/NCBITaxon_397864,,Haihe Wang|Jie Zheng|Yongqun He,Barnesiella,genus ,Gut,139
OHMI:0000817,depletion of Paraprevotella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Paraprevotella down-regulated in gut of MDD patient compared to healthy human,PMID:39716675,http://purl.obolibrary.org/obo/NCBITaxon_577309,,Haihe Wang|Jie Zheng|Yongqun He,Paraprevotella,genus ,Gut,140
OHMI:0000818,depletion of Lachnospira in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lachnospira down-regulated in gut of MDD patient compared to healthy human,PMID:38972643,http://purl.obolibrary.org/obo/NCBITaxon_28050,,Haihe Wang|Jie Zheng|Yongqun He,Lachnospira,genus,Gut,141
OHMI:0000819,depletion of Sutterella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Sutterella down-regulated in gut of MDD patient compared to healthy human,PMID:37863362,http://purl.obolibrary.org/obo/NCBITaxon_40544,,Haihe Wang|Jie Zheng|Yongqun He,Sutterella,genus,Gut,142
OHMI:0000820,depletion of Weissella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Weissella down-regulated in gut of MDD patient compared to healthy human,PMID:37863362,http://purl.obolibrary.org/obo/NCBITaxon_46255,,Haihe Wang|Jie Zheng|Yongqun He,Weissella,genus,Gut,143
OHMI:0000821,depletion of Dorea in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Dorea down-regulated in gut of MDD patient compared to healthy human,PMID:30584306,http://purl.obolibrary.org/obo/NCBITaxon_189330,,Haihe Wang|Jie Zheng|Yongqun He,Dorea,genus,Gut,144
OHMI:0000822,depletion of Butyricicoccus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Butyricicoccus down-regulated in gut of MDD patient compared to healthy human,PMID:37863362,http://purl.obolibrary.org/obo/NCBITaxon_580596,,Haihe Wang|Jie Zheng|Yongqun He,Butyricicoccus,genus,Gut,145
OHMI:0000823,depletion of Agathobacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Agathobacter down-regulated in gut of MDD patient compared to healthy human,PMID:39013880,http://purl.obolibrary.org/obo/NCBITaxon_1766253,,Haihe Wang|Jie Zheng|Yongqun He,Agathobacter,genus,Gut,146
OHMI:0000824,depletion of Clostridiaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Clostridiaceae down-regulated in gut of MDD patient compared to healthy human,PMID:30584306|PMID:35153660|PMID:39719433|PMID:40717539,http://purl.obolibrary.org/obo/NCBITaxon_31979,,Haihe Wang|Jie Zheng|Yongqun He,Clostridiaceae,family,Gut,147
OHMI:0000825,depletion of Prevotellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Prevotellaceae down-regulated in gut of MDD patient compared to healthy human,PMID:34093266|PMID:39013880,http://purl.obolibrary.org/obo/NCBITaxon_171552,,Haihe Wang|Jie Zheng|Yongqun He,Prevotellaceae,family,Gut,148
OHMI:0000826,depletion of Lachnospiraceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lachnospiraceae down-regulated in gut of MDD patient compared to healthy human,PMID:30584306,http://purl.obolibrary.org/obo/NCBITaxon_186803,,Haihe Wang|Jie Zheng|Yongqun He,Lachnospiraceae,family,Gut,149
OHMI:0000827,depletion of Ruminococcaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Ruminococcaceae down-regulated in gut of MDD patient compared to healthy human,PMID:30584306,http://purl.obolibrary.org/obo/NCBITaxon_216572,,Haihe Wang|Jie Zheng|Yongqun He,Ruminococcaceae,family,Gut,150
OHMI:0000828,depletion of Christensenellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Christensenellaceae down-regulated in gut of MDD patient compared to healthy human,PMID:40717539,http://purl.obolibrary.org/obo/NCBITaxon_990719,,Haihe Wang|Jie Zheng|Yongqun He,Christensenellaceae,family,Gut,151
OHMI:0000829,depletion of Barnesiellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Barnesiellaceae down-regulated in gut of MDD patient compared to healthy human,PMID:35153660,http://purl.obolibrary.org/obo/NCBITaxon_2005519,,Haihe Wang|Jie Zheng|Yongqun He,Barnesiellaceae,family,Gut,152
OHMI:0000830,depletion of Turicibacteraceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Turicibacteraceae down-regulated in gut of MDD patient compared to healthy human,PMID:35153660,http://purl.obolibrary.org/obo/NCBITaxon_2810281,,Haihe Wang|Jie Zheng|Yongqun He,Turicibacteraceae,family,Gut,153
OHMI:0000831,depletion of Hyphomicrobiales in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Hyphomicrobiales down-regulated in gut of MDD patient compared to healthy human,PMID:36699448,http://purl.obolibrary.org/obo/NCBITaxon_356,,Haihe Wang|Jie Zheng|Yongqun He,Hyphomicrobiales,order,Gut,154
OHMI:0000832,depletion of Mollicutes in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Mollicutes down-regulated in gut of MDD patient compared to healthy human,PMID:36699448,http://purl.obolibrary.org/obo/NCBITaxon_31969,,Haihe Wang|Jie Zheng|Yongqun He,Mollicutes,class,Gut,155
OHMI:0000833,depletion of Planctomycetes in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Planctomycetes down-regulated in gut of MDD patient compared to healthy human,PMID:37863362,http://purl.obolibrary.org/obo/NCBITaxon_203682,,Haihe Wang|Jie Zheng|Yongqun He,Planctomycetes,Phylum,Gut,156
OHMI:0000834,depletion of Mycoplasmatota in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Mycoplasmatota down-regulated in gut of MDD patient compared to healthy human,PMID:36699448,http://purl.obolibrary.org/obo/NCBITaxon_544448,,Haihe Wang|Jie Zheng|Yongqun He,Mycoplasmatota,phylum,Gut,157
OHMI:0000835,expansion of Porphyromonas in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Porphyromonas up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_836,Haihe Wang|Jie Zheng|Yongqun He,Porphyromonas,genus ,Gut,158
OHMI:0000836,expansion of Phascolarctobacterium in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Phascolarctobacterium up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:2588291235750110,,http://purl.obolibrary.org/obo/NCBITaxon_33024,Haihe Wang|Jie Zheng|Yongqun He,Phascolarctobacterium,genus ,Gut,159
OHMI:0000837,expansion of Streptococcus in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Streptococcus up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35750110,,http://purl.obolibrary.org/obo/NCBITaxon_1301,Haihe Wang|Jie Zheng|Yongqun He,Streptococcus,genus ,Gut,160
OHMI:0000838,expansion of Bilophila in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Bilophila up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:34934041|PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_35832,Haihe Wang|Jie Zheng|Yongqun He, Bilophila,genus ,Gut,161
OHMI:0000839,expansion of Alistipes in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Alistipes up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912|PMID:34934041|PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_239759,Haihe Wang|Jie Zheng|Yongqun He,Alistipes ,genus  ,Gut,162
OHMI:0000840,expansion of Akkermansia in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Akkermansia up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35750110,,http://purl.obolibrary.org/obo/NCBITaxon_239934,Haihe Wang|Jie Zheng|Yongqun He,Akkermansia,genus ,Gut,163
OHMI:0000841,expansion of Anaerotruncus in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Anaerotruncus up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_244127,Haihe Wang|Jie Zheng|Yongqun He,Anaerotruncus,genus ,Gut,164
OHMI:0000842,expansion of Acetanaerobacterium in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Acetanaerobacterium up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_258514,Haihe Wang|Jie Zheng|Yongqun He,Acetanaerobacterium,genus ,Gut,165
OHMI:0000843,expansion of Odoribacter in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Odoribacter up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_283168,Haihe Wang|Jie Zheng|Yongqun He,Odoribacter,genus ,Gut,166
OHMI:0000844,expansion of Parabacteroides in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Parabacteroides up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912|PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_375288,Haihe Wang|Jie Zheng|Yongqun He,Parabacteroides,genus ,Gut,167
OHMI:0000845,expansion of Oscillibacter in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Oscillibacter up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_459786,Haihe Wang|Jie Zheng|Yongqun He,Oscillibacter,genus ,Gut,168
OHMI:0000846,expansion of Butyricimonas in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Butyricimonas up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_574697,Haihe Wang|Jie Zheng|Yongqun He,Butyricimonas,genus ,Gut,169
OHMI:0000847,expansion of Parasutterella in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Parasutterella up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_577310,Haihe Wang|Jie Zheng|Yongqun He,Parasutterella,genus ,Gut,170
OHMI:0000848,expansion of Flavonifractor in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Flavonifractor up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_946234,Haihe Wang|Jie Zheng|Yongqun He,Flavonifractor,genus ,Gut,171
OHMI:0000849,expansion of Megasphaera in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Megasphaera up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_906,Haihe Wang|Jie Zheng|Yongqun He,Megasphaera,genus,Gut,172
OHMI:0000850,expansion of Eggerthella in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Eggerthella up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_84111,Haihe Wang|Jie Zheng|Yongqun He,Eggerthella,genus,Gut,173
OHMI:0000851,expansion of Peptoniphilus in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Peptoniphilus up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,,http://purl.obolibrary.org/obo/NCBITaxon_162289,Haihe Wang|Jie Zheng|Yongqun He,Peptoniphilus,genus,Gut,174
OHMI:0000852,expansion of Enterobacteriaceae in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Enterobacteriaceae up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_543,Haihe Wang|Jie Zheng|Yongqun He,Enterobacteriaceae,family,Gut,175
OHMI:0000853,expansion of Rikenellaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Rikenellaceae up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_171550,Haihe Wang|Jie Zheng|Yongqun He,Rikenellaceae,family,Gut,176
OHMI:0000854,expansion of Porphyromonadaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Porphyromonadaceae up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_171551,Haihe Wang|Jie Zheng|Yongqun He,Porphyromonadaceae,family,Gut,177
OHMI:0000855,expansion of Fusobacteriaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Fusobacteriaceae up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_203492,Haihe Wang|Jie Zheng|Yongqun He,Fusobacteriaceae,family,Gut,178
OHMI:0000856,expansion of Acidaminococcaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Acidaminococcaceae up-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_909930,Haihe Wang|Jie Zheng|Yongqun He,Acidaminococcaceae,family,Gut,179
OHMI:0000857,expansion of Bacteroidota in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Bacteroidota up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_976,Haihe Wang|Jie Zheng|Yongqun He,Bacteroidota,Phylum,Gut,180
OHMI:0000858,expansion of Pseudomonadota in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Pseudomonadota up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_1224,Haihe Wang|Jie Zheng|Yongqun He,Pseudomonadota,Phylum,Gut,181
OHMI:0000859,expansion of Actinomycetota in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Actinomycetota up-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,,http://purl.obolibrary.org/obo/NCBITaxon_201174,Haihe Wang|Jie Zheng|Yongqun He,Actinomycetota,Phylum,Gut,182
OHMI:0000860,depletion of Bacteroides fragilis in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Bacteroides fragilis down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35750110,http://purl.obolibrary.org/obo/NCBITaxon_817,,Haihe Wang|Jie Zheng|Yongqun He,Bacteroides fragilis,species,Gut,183
OHMI:0000861,depletion of Phocaeicola plebeius in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Phocaeicola plebeius down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35750110,http://purl.obolibrary.org/obo/NCBITaxon_310297,,Haihe Wang|Jie Zheng|Yongqun He,Phocaeicola plebeius,species,Gut,184
OHMI:0000862,depletion of Klebsiella in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Klebsiella down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_570,,Haihe Wang|Jie Zheng|Yongqun He,Klebsiella,genus ,Gut,185
OHMI:0000863,depletion of Bacteroides in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Bacteroides down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_816,,Haihe Wang|Jie Zheng|Yongqun He,Bacteroides,genus ,Gut,186
OHMI:0000864,depletion of Prevotella in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Prevotella down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912|PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_838,,Haihe Wang|Jie Zheng|Yongqun He,Prevotella,genus ,Gut,187
OHMI:0000865,depletion of Ruminococcus in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Ruminococcus down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_1263,,Haihe Wang|Jie Zheng|Yongqun He,Ruminococcus,genus ,Gut,188
OHMI:0000866,depletion of Dialister in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Dialister down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_39948,,Haihe Wang|Jie Zheng|Yongqun He,Dialister,genus ,Gut,189
OHMI:0000867,depletion of Victivallis in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Victivallis down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_172900,,Haihe Wang|Jie Zheng|Yongqun He,Victivallis,genus ,Gut,190
OHMI:0000868,depletion of Anaerostipes in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Anaerostipes down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:34934041,http://purl.obolibrary.org/obo/NCBITaxon_207244,,Haihe Wang|Jie Zheng|Yongqun He, Anaerostipes,genus ,Gut,191
OHMI:0000869,depletion of Faecalibacterium in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Faecalibacterium down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_216851,,Haihe Wang|Jie Zheng|Yongqun He,Faecalibacterium,genus ,Gut,192
OHMI:0000870,depletion of Hydrogenoanaerobacterium in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Hydrogenoanaerobacterium down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_596767,,Haihe Wang|Jie Zheng|Yongqun He,Hydrogenoanaerobacterium,genus ,Gut,193
OHMI:0000871,depletion of Gordonibacter in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Gordonibacter down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_644652,,Haihe Wang|Jie Zheng|Yongqun He,Gordonibacter,genus ,Gut,194
OHMI:0000872,depletion of Lactococcus in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Lactococcus down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_1357,,Haihe Wang|Jie Zheng|Yongqun He,Lactococcus,genus,Gut,195
OHMI:0000873,depletion of Sutterella in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Sutterella down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_40544,,Haihe Wang|Jie Zheng|Yongqun He,Sutterella,genus,Gut,196
OHMI:0000874,depletion of Dorea in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Dorea down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_189330,,Haihe Wang|Jie Zheng|Yongqun He,Dorea,genus,Gut,197
OHMI:0000875,depletion of Enterorhabdus in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Enterorhabdus down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_580024,,Haihe Wang|Jie Zheng|Yongqun He,Enterorhabdus,genus,Gut,198
OHMI:0000876,depletion of Pyramidobacter in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Pyramidobacter down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:35899051,http://purl.obolibrary.org/obo/NCBITaxon_638847,,Haihe Wang|Jie Zheng|Yongqun He,Pyramidobacter,genus,Gut,199
OHMI:0000877,depletion of Erysipelotrichaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Erysipelotrichaceae down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_128827,,Haihe Wang|Jie Zheng|Yongqun He,Erysipelotrichaceae,family,Gut,200
OHMI:0000878,depletion of Prevotellaceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Prevotellaceae down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_171552,,Haihe Wang|Jie Zheng|Yongqun He,Prevotellaceae,family,Gut,201
